validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
16.384183883666992,0,2,,,,
,1,4,14.209589004516602,0.7238609790802002,13.48572826385498,14231.4072265625
7.8565545082092285,1,5,,,,
9.653450965881348,2,8,,,,
,3,9,9.715636253356934,1.1284371614456177,8.587198257446289,13769.3623046875
7.547550201416016,3,11,,,,
,4,14,5.72643518447876,0.5356112718582153,5.190824031829834,6339.27783203125
4.990259647369385,4,14,,,,
3.687166213989258,5,17,,,,
,6,19,3.4094090461730957,0.14798122644424438,3.261427879333496,2130.40380859375
2.862060308456421,6,20,,,,
2.45464825630188,7,23,,,,
,8,24,2.443357229232788,0.036274053156375885,2.40708327293396,622.6749877929688
2.3882155418395996,8,26,,,,
,9,29,2.351600170135498,0.019800309091806412,2.3317997455596924,356.4023132324219
2.3562865257263184,9,29,,,,
2.336965322494507,10,32,,,,
,11,34,2.3391518592834473,0.015754971653223038,2.323396682739258,293.1595458984375
2.330387592315674,11,35,,,,
2.324009418487549,12,38,,,,
,13,39,2.322234630584717,0.01256643608212471,2.3096683025360107,245.0792236328125
2.3223018646240234,13,41,,,,
,14,44,2.324573040008545,0.009321385063230991,2.3152518272399902,185.3538818359375
2.3153796195983887,14,44,,,,
2.3133530616760254,15,47,,,,
,16,49,2.314399003982544,0.006821423303335905,2.30757737159729,130.2835235595703
2.3108773231506348,16,50,,,,
2.3076701164245605,17,53,,,,
,18,54,2.3071367740631104,0.005043582990765572,2.302093029022217,88.38516998291016
2.306288719177246,18,56,,,,
,19,59,2.2956151962280273,0.004029319621622562,2.291585922241211,63.27711868286133
2.303661823272705,19,59,,,,
2.3030078411102295,20,62,,,,
,21,64,2.2991952896118164,0.003609266597777605,2.295586109161377,50.94898986816406
2.3018784523010254,21,65,,,,
2.3011114597320557,22,68,,,,
,23,69,2.302034378051758,0.0032105548307299614,2.298823833465576,37.882171630859375
2.302461624145508,23,71,,,,
,24,74,2.301424264907837,0.0031101759523153305,2.298314094543457,32.23701477050781
2.3020801544189453,24,74,,,,
2.300457715988159,25,77,,,,
,26,79,2.300030469894409,0.0030286211986094713,2.297001838684082,27.237075805664062
2.3007616996765137,26,80,,,,
2.3003344535827637,27,83,,,,
,28,84,2.2910706996917725,0.002950306050479412,2.288120746612549,23.00180435180664
2.300527811050415,28,86,,,,
,29,89,2.295595645904541,0.0029243510216474533,2.2926714420318604,20.613595962524414
2.3016037940979004,29,89,,,,
2.2987301349639893,30,92,,,,
,31,94,2.2969088554382324,0.002954474650323391,2.293954372406006,20.12047576904297
2.299525022506714,31,95,,,,
2.299741506576538,32,98,,,,
,33,99,2.293452501296997,0.002933282870799303,2.2905189990997314,18.495826721191406
2.2996106147766113,33,101,,,,
