MSE loss,L1 loss,KL loss,Overall loss,epoch,step
2.6717448234558105,0.7981727719306946,948524.5,951.1970825195312,14,59
2.7470552921295166,0.798372209072113,4419989.0,4422.7373046875,15,60
2.7402920722961426,0.7983207106590271,4366474.0,4369.21533203125,15,61
2.7454183101654053,0.7982541918754578,4300017.0,4302.76318359375,15,62
2.7531020641326904,0.7984209060668945,937406.125,940.1600952148438,15,63
2.726116895675659,0.7985410690307617,4277285.5,4280.0126953125,16,64
2.755399465560913,0.7984444499015808,4214644.0,4217.400390625,16,65
2.7404394149780273,0.7983652949333191,4143171.5,4145.9130859375,16,66
2.763274908065796,0.7982161045074463,904737.3125,907.50146484375,16,67
2.7345852851867676,0.7985677719116211,4131148.0,4133.8837890625,17,68
2.731760263442993,0.7984293699264526,4054778.0,4057.5107421875,17,69
2.742828130722046,0.7980495095252991,3968190.0,3970.933837890625,17,70
2.7150535583496094,0.7980859875679016,863622.5,866.3384399414062,17,71
2.7489013671875,0.798329770565033,4003822.0,4006.572021484375,18,72
2.7689573764801025,0.7980832457542419,3913584.0,3916.35400390625,18,73
2.7260079383850098,0.7978363037109375,3796247.5,3798.974365234375,18,74
2.730804681777954,0.7980953454971313,830280.25,833.0119018554688,18,75
2.7116734981536865,0.7981772422790527,3826536.5,3829.2490234375,19,76
2.726031541824341,0.7981584072113037,3720371.0,3723.097900390625,19,77
2.726555347442627,0.7980489730834961,3620788.25,3623.515625,19,78
2.8026037216186523,0.798031210899353,800245.25,803.0487060546875,19,79
2.7570652961730957,0.7983715534210205,3689081.25,3691.83935546875,20,80
2.724169969558716,0.7981024384498596,3559974.0,3562.698974609375,20,81
2.7574303150177,0.7977831959724426,3448440.25,3451.19873046875,20,82
2.7606117725372314,0.7977825999259949,752826.625,755.5880737304688,20,83
2.7421212196350098,0.7983543276786804,3508239.25,3510.982421875,21,84
2.7219691276550293,0.7980313301086426,3360931.5,3363.654296875,21,85
2.745682716369629,0.7978823184967041,3230055.0,3232.8017578125,21,86
2.7098276615142822,0.7982540726661682,701733.125,704.4437866210938,21,87
2.7495265007019043,0.7985774874687195,3337441.75,3340.192138671875,22,88
2.749692440032959,0.7982962131500244,3172081.0,3174.83154296875,22,89
2.7107155323028564,0.7978931069374084,2986148.5,2988.860107421875,22,90
2.7717113494873047,0.7979629635810852,662605.875,665.37841796875,22,91
2.7340950965881348,0.7983835935592651,3094664.5,3097.3994140625,23,92
2.7638936042785645,0.7981390953063965,2971363.0,2974.127685546875,23,93
2.757371425628662,0.7980364561080933,2776008.5,2778.7666015625,23,94
2.770872116088867,0.7983962893486023,604657.375,607.4290771484375,23,95
2.71213698387146,0.7985149025917053,2844615.0,2847.328125,24,96
2.7365758419036865,0.7983384132385254,2697153.0,2699.890380859375,24,97
2.7395193576812744,0.7980061769485474,2493917.5,2496.657958984375,24,98
2.723552703857422,0.7979567646980286,542273.75,544.9981689453125,24,99
2.7804372310638428,0.7985062599182129,2620913.0,2623.6943359375,25,100
2.7082817554473877,0.7983331680297852,2397877.75,2400.5869140625,25,101
2.7246482372283936,0.7980831861495972,2215573.5,2218.298828125,25,102
2.7157320976257324,0.7984247207641602,477082.65625,479.7991943359375,25,103
2.7586324214935303,0.7986974120140076,2322503.25,2325.262939453125,26,104
2.724080801010132,0.7983492016792297,2130288.0,2133.012939453125,26,105
2.7633047103881836,0.7980365753173828,1923466.0,1926.230224609375,26,106
2.8469345569610596,0.7980009913444519,417191.6875,420.0394287109375,26,107
2.7335352897644043,0.7983687520027161,1995499.375,1998.23388671875,27,108
2.751067638397217,0.7981530427932739,1833183.25,1835.9351806640625,27,109
2.7454700469970703,0.7980484366416931,1609828.625,1612.574951171875,27,110
2.7651400566101074,0.7983288764953613,353522.25,356.2882080078125,27,111
2.7635369300842285,0.798612117767334,1729265.5,1732.0299072265625,28,112
2.7497880458831787,0.7983720302581787,1529152.0,1531.9027099609375,28,113
2.702242136001587,0.7980962991714478,1297088.125,1299.7911376953125,28,114
2.7458910942077637,0.7980416417121887,285510.78125,288.25750732421875,28,115
2.731621265411377,0.7983545660972595,1416752.0,1419.4844970703125,29,116
2.7273330688476562,0.7982094883918762,1235832.0,1238.5601806640625,29,117
2.7470874786376953,0.7980482578277588,1045270.625,1048.0185546875,29,118
2.724806547164917,0.7984843850135803,224950.65625,227.67626953125,29,119
2.7718026638031006,0.7990215420722961,1184920.125,1187.6927490234375,30,120
2.767805337905884,0.7985701560974121,1009868.125,1012.6367797851562,30,121
2.7414140701293945,0.798252522945404,838450.375,841.192626953125,30,122
2.7558929920196533,0.7984797954559326,184156.765625,186.91346740722656,30,123
2.733283042907715,0.7985399961471558,1025011.75,1027.7459716796875,31,124
2.7393674850463867,0.7983862161636353,830677.1875,833.4174194335938,31,125
2.753828287124634,0.7984750866889954,689830.125,692.5847778320312,31,126
2.791212320327759,0.7989441752433777,154932.84375,157.724853515625,31,127
