MSE loss,L1 loss,KL loss,Overall loss,epoch,step
11100124160.0,119.45205688476562,5.318862210598961e+18,5318873540722688.0,0,0
35796.1875,1.2196553945541382,12918567469056.0,12918603776.0,0,1
33.33169174194336,0.8161789774894714,14438311936.0,14438346.0,0,2
2.947303533554077,0.7981778383255005,23712924.0,23715.873046875,0,3
2.7761738300323486,0.7958559989929199,13781892.0,13784.669921875,1,4
2.7567124366760254,0.7917527556419373,10524302.0,10527.060546875,1,5
2.7626357078552246,0.7874936461448669,8058768.0,8061.53173828125,1,6
2.739017963409424,0.7842333912849426,1407053.625,1409.79345703125,1,7
2.722853183746338,0.7829695343971252,7191974.0,7194.69775390625,2,8
2.740539073944092,0.7829206585884094,7691256.0,7693.99755859375,2,9
2.734398126602173,0.7814685702323914,7343155.5,7345.89111328125,2,10
2.769282102584839,0.7796761393547058,1475888.0,1478.6580810546875,2,11
2.756314992904663,0.7791453003883362,6986826.0,6989.58349609375,3,12
2.755749225616455,0.7793868780136108,7057123.5,7059.88037109375,3,13
2.755466938018799,0.7806769609451294,6937344.0,6940.1005859375,3,14
2.717395067214966,0.7819699048995972,1451073.0,1453.791259765625,3,15
2.7369484901428223,0.7833921313285828,6882736.5,6885.474609375,4,16
2.756544351577759,0.7843618988990784,6798813.0,6801.57080078125,4,17
2.757600784301758,0.7859662771224976,6504786.5,6507.544921875,4,18
2.7671382427215576,0.7883864045143127,1364428.5,1367.196533203125,4,19
2.7498135566711426,0.7918288111686707,6326348.5,6329.09912109375,5,20
2.7222681045532227,0.7942626476287842,6296123.5,6298.84716796875,5,21
2.7451047897338867,0.7964805364608765,6223293.0,6226.03955078125,5,22
2.6907050609588623,0.797990083694458,1299366.0,1302.0576171875,5,23
2.75083327293396,0.7993981242179871,6080832.0,6083.583984375,6,24
2.72090220451355,0.8000701069831848,5966743.0,5969.46484375,6,25
2.728640079498291,0.799759566783905,5821178.0,5823.90771484375,6,26
2.7695937156677246,0.7992405891418457,1255455.375,1258.225830078125,6,27
2.7416234016418457,0.7994556427001953,5765246.0,5767.98828125,7,28
2.739809513092041,0.7994807362556458,5763339.0,5766.080078125,7,29
2.7685465812683105,0.7993674278259277,5698523.0,5701.29296875,7,30
2.7270333766937256,0.798973023891449,1209838.5,1212.5662841796875,7,31
2.733412504196167,0.7991428971290588,5555661.5,5558.39599609375,8,32
2.752159357070923,0.7992904782295227,5526480.0,5529.2333984375,8,33
2.7134664058685303,0.7991592288017273,5393852.0,5396.56640625,8,34
2.7565536499023438,0.7993233799934387,1175173.375,1177.9307861328125,8,35
2.7502293586730957,0.7992740273475647,5390367.5,5393.11865234375,9,36
2.7682244777679443,0.7993393540382385,5354957.5,5357.7265625,9,37
2.759566068649292,0.7995432615280151,5277256.0,5280.0166015625,9,38
2.6959455013275146,0.7994924783706665,1120485.5,1123.182373046875,9,39
2.7688639163970947,0.7999421954154968,5220093.0,5222.86279296875,10,40
2.755610466003418,0.7995875477790833,5153784.0,5156.54052734375,10,41
2.7398946285247803,0.7990641593933105,5074088.5,5076.82958984375,10,42
2.7392947673797607,0.7984156608581543,1100291.75,1103.0318603515625,10,43
2.7711985111236572,0.7979212403297424,5053762.0,5056.5341796875,11,44
2.709063768386841,0.7974733710289001,4939466.5,4942.1767578125,11,45
2.7257463932037354,0.7972136735916138,4892602.0,4895.32861328125,11,46
2.715965986251831,0.7970103025436401,1060121.125,1062.8380126953125,11,47
2.748138189315796,0.7973603010177612,4880164.0,4882.9130859375,12,48
2.7554855346679688,0.7976002097129822,4813158.0,4815.91455078125,12,49
2.7327585220336914,0.7978367209434509,4753765.0,4756.49853515625,12,50
2.6727230548858643,0.7979555130004883,1016581.5625,1019.255126953125,12,51
2.757281541824341,0.7986303567886353,4730547.0,4733.3056640625,13,52
2.737122058868408,0.7986428141593933,4660350.0,4663.087890625,13,53
2.7566447257995605,0.7985695600509644,4613375.0,4616.13232421875,13,54
2.7950246334075928,0.7982848286628723,999286.6875,1002.0825805664062,13,55
2.7302260398864746,0.798274040222168,4554259.0,4556.990234375,14,56
2.7543442249298096,0.7981582283973694,4532863.0,4535.61865234375,14,57
2.726299524307251,0.7979857921600342,4443284.5,4446.01171875,14,58
