validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
1.8472431898117065,0,2,,,,
,1,4,2.0494706630706787,9.2654736363329e-05,2.049377918243408,715.9578857421875
0.1629096418619156,1,5,,,,
0.14289620518684387,2,8,,,,
,3,9,0.1383039653301239,5.6431144912494346e-05,0.1382475346326828,316.46331787109375
0.11831432580947876,3,11,,,,
,4,14,0.09704798460006714,3.071107130381279e-05,0.09701728075742722,123.39534759521484
0.10897454619407654,4,14,,,,
0.10211792588233948,5,17,,,,
,6,19,0.09262567013502121,2.2540403733728454e-05,0.09260313212871552,48.199485778808594
0.09960014373064041,6,20,,,,
0.09661217778921127,7,23,,,,
,8,24,0.09219615161418915,1.953978426172398e-05,0.09217662364244461,39.60308837890625
0.09381405264139175,8,26,,,,
,9,29,0.08887927979230881,1.759891711117234e-05,0.08886167407035828,32.847293853759766
0.0919385552406311,9,29,,,,
0.09076274186372757,10,32,,,,
,11,34,0.08620265126228333,1.5414765584864654e-05,0.08618722856044769,30.013425827026367
0.09244294464588165,11,35,,,,
0.08947915583848953,12,38,,,,
,13,39,0.08703678846359253,1.4129340343060903e-05,0.08702265471220016,26.977649688720703
0.08854945749044418,13,41,,,,
,14,44,0.08659682422876358,1.3685118574358057e-05,0.08658313751220703,25.014474868774414
0.08757126331329346,14,44,,,,
0.08730131387710571,15,47,,,,
,16,49,0.08531399071216583,1.2984413842787035e-05,0.0853010043501854,23.81744956970215
0.08709625154733658,16,50,,,,
0.08687829971313477,17,53,,,,
,18,54,0.08525310456752777,1.2844607226725202e-05,0.08524025231599808,22.837326049804688
0.08689532428979874,18,56,,,,
,19,59,0.08527586609125137,1.2651889846893027e-05,0.0852632150053978,21.386987686157227
0.08700256794691086,19,59,,,,
0.08720768243074417,20,62,,,,
