validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
2.5312914848327637,0,2,,,,
,1,4,0.6982502937316895,1.1012214429229061e-07,0.6982501745223999,685.5799560546875
0.6470791697502136,1,5,,,,
0.7332251667976379,2,8,,,,
,3,9,0.8719942569732666,6.046611389365353e-08,0.8719941973686218,323.6382141113281
0.7530309557914734,3,11,,,,
,4,14,0.8424236178398132,3.4344754595849736e-08,0.8424236178398132,150.23716735839844
0.6126063466072083,4,14,,,,
0.4808155298233032,5,17,,,,
,6,19,0.5401715040206909,2.6664022101385854e-08,0.5401715040206909,44.92399597167969
0.352386474609375,6,20,,,,
0.3137124478816986,7,23,,,,
,8,24,0.30553489923477173,2.136454924084319e-08,0.30553486943244934,24.196096420288086
0.3158586025238037,8,26,,,,
,9,29,0.28817835450172424,1.904069080183035e-08,0.28817832469940186,20.989421844482422
0.289395272731781,9,29,,,,
0.2858792245388031,10,32,,,,
,11,34,0.26688364148139954,1.6698818328109155e-08,0.26688361167907715,18.460365295410156
0.28200632333755493,11,35,,,,
0.27904316782951355,12,38,,,,
,13,39,0.27038097381591797,1.5423896826405326e-08,0.2703809142112732,16.199600219726562
0.27493977546691895,13,41,,,,
,14,44,0.25859442353248596,1.5740699410571324e-08,0.2585943937301636,14.932104110717773
0.2727367877960205,14,44,,,,
0.2716817557811737,15,47,,,,
,16,49,0.2650827467441559,1.495461177114521e-08,0.2650827169418335,14.292205810546875
0.2714981436729431,16,50,,,,
0.270907998085022,17,53,,,,
,18,54,0.27038559317588806,1.4787507218727569e-08,0.2703855633735657,13.544358253479004
0.2705405354499817,18,56,,,,
,19,59,0.2638084888458252,1.3770939943924532e-08,0.2638084888458252,12.862127304077148
0.2711905837059021,19,59,,,,
0.2704625725746155,20,62,,,,
,21,64,0.26991361379623413,1.3079453076159098e-08,0.26991361379623413,12.780972480773926
0.2695362865924835,21,65,,,,
0.26905742287635803,22,68,,,,
,23,69,0.263901025056839,1.2733726073577145e-08,0.263901025056839,12.499865531921387
0.2676302492618561,23,71,,,,
,24,74,0.2648714780807495,1.2760809298129061e-08,0.2648714780807495,12.247613906860352
0.266605019569397,24,74,,,,
0.2658822238445282,25,77,,,,
,26,79,0.2641553580760956,1.278755590305991e-08,0.2641553580760956,12.564384460449219
0.26463693380355835,26,80,,,,
0.26392626762390137,27,83,,,,
,28,84,0.2668270468711853,1.3226014949907494e-08,0.2668270468711853,12.646310806274414
0.2636086046695709,28,86,,,,
,29,89,0.2612532675266266,1.3336614479442233e-08,0.2612532675266266,12.640551567077637
0.26355743408203125,29,89,,,,
0.26418814063072205,30,92,,,,
,31,94,0.26610711216926575,1.3742235793756663e-08,0.26610711216926575,12.837886810302734
0.26434770226478577,31,95,,,,
0.26366573572158813,32,98,,,,
