validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
16.17354965209961,0,2,,,,
,1,4,14.180569648742676,0.7226340174674988,13.457937240600586,14169.9140625
7.923482418060303,1,5,,,,
9.538795471191406,2,8,,,,
,3,9,9.608026504516602,1.1201810836791992,8.487845420837402,13663.416015625
7.4551167488098145,3,11,,,,
,4,14,5.624873638153076,0.5250826478004456,5.099791526794434,6181.02880859375
4.9979634284973145,4,14,,,,
3.7341156005859375,5,17,,,,
,6,19,3.4261655807495117,0.14852982759475708,3.2776358127593994,2103.91552734375
2.8604068756103516,6,20,,,,
2.4586799144744873,7,23,,,,
,8,24,2.4589333534240723,0.03794781118631363,2.420985698699951,648.2572021484375
2.392359495162964,8,26,,,,
,9,29,2.372882843017578,0.02104177139699459,2.3518409729003906,372.5460205078125
2.3572328090667725,9,29,,,,
2.341602087020874,10,32,,,,
,11,34,2.3279528617858887,0.016871502622961998,2.3110811710357666,306.4957275390625
2.328575611114502,11,35,,,,
2.3274455070495605,12,38,,,,
,13,39,2.3146209716796875,0.013639979995787144,2.300981044769287,261.3743591308594
2.3190104961395264,13,41,,,,
,14,44,2.3135483264923096,0.01039920374751091,2.3031492233276367,200.5284423828125
2.312791109085083,14,44,,,,
2.310628652572632,15,47,,,,
,16,49,2.3119285106658936,0.0075185648165643215,2.304409980773926,134.49000549316406
2.309609889984131,16,50,,,,
2.306908130645752,17,53,,,,
,18,54,2.3074700832366943,0.005660746246576309,2.301809310913086,90.41434478759766
2.305785655975342,18,56,,,,
,19,59,2.3007051944732666,0.004480558447539806,2.296224594116211,62.196231842041016
2.3027503490448,19,59,,,,
2.3005611896514893,20,62,,,,
,21,64,2.301591157913208,0.003973492421209812,2.2976176738739014,49.752525329589844
2.3003368377685547,21,65,,,,
2.3003170490264893,22,68,,,,
,23,69,2.2922182083129883,0.0036097464617341757,2.2886080741882324,37.128623962402344
2.3017992973327637,23,71,,,,
,24,74,2.301109790802002,0.003702867077663541,2.2974071502685547,35.61087417602539
2.29849910736084,24,74,,,,
2.2974178791046143,25,77,,,,
,26,79,2.293733596801758,0.0035261637531220913,2.290207624435425,26.90505027770996
2.298689603805542,26,80,,,,
2.2993083000183105,27,83,,,,
,28,84,2.2877860069274902,0.0035672418307513,2.2842187881469727,24.892059326171875
2.296231508255005,28,86,,,,
,29,89,2.279991865158081,0.0035460477229207754,2.2764456272125244,21.903305053710938
2.297569751739502,29,89,,,,
2.2991483211517334,30,92,,,,
,31,94,2.2979578971862793,0.0035344394855201244,2.2944235801696777,18.737939834594727
2.2967417240142822,31,95,,,,
