validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
15.976533889770508,0,2,,,,
,1,4,13.786142349243164,0.7188444137573242,13.067298889160156,14135.484375
7.697627544403076,1,5,,,,
9.461342811584473,2,8,,,,
,3,9,9.467329978942871,1.1057864427566528,8.361542701721191,13607.0888671875
7.3691725730896,3,11,,,,
,4,14,5.605613708496094,0.5245681405067444,5.081044673919678,6205.38671875
4.940013885498047,4,14,,,,
3.6808769702911377,5,17,,,,
,6,19,3.383151054382324,0.14153237640857697,3.2416188716888428,2052.45947265625
2.833696126937866,6,20,,,,
2.4477672576904297,7,23,,,,
,8,24,2.446561813354492,0.03582419082522392,2.4107375144958496,627.3263549804688
2.3848981857299805,8,26,,,,
,9,29,2.3609626293182373,0.02047240547835827,2.3404901027679443,370.22332763671875
2.3564035892486572,9,29,,,,
2.341010332107544,10,32,,,,
,11,34,2.3327553272247314,0.01646408624947071,2.316291093826294,307.84912109375
2.3304853439331055,11,35,,,,
2.324617624282837,12,38,,,,
,13,39,2.327253818511963,0.012929191812872887,2.3143246173858643,257.053955078125
2.3202602863311768,13,41,,,,
,14,44,2.317847728729248,0.009354548528790474,2.30849289894104,191.77076721191406
2.3195176124572754,14,44,,,,
2.3157057762145996,15,47,,,,
,16,49,2.3110873699188232,0.00649641640484333,2.304590940475464,128.85084533691406
2.312267780303955,16,50,,,,
2.3114686012268066,17,53,,,,
,18,54,2.307307720184326,0.004898997489362955,2.3024089336395264,93.03250885009766
2.309608221054077,18,56,,,,
,19,59,2.3053085803985596,0.0036666353698819876,2.3016421794891357,63.32971954345703
2.307804584503174,19,59,,,,
2.305798053741455,20,62,,,,
,21,64,2.302671194076538,0.003112027421593666,2.2995593547821045,48.59911346435547
2.3066601753234863,21,65,,,,
2.3040354251861572,22,68,,,,
,23,69,2.2988762855529785,0.0027923572342842817,2.29608416557312,38.44579315185547
2.3039608001708984,23,71,,,,
,24,74,2.290581703186035,0.0026012188754975796,2.287980556488037,31.106674194335938
2.302436113357544,24,74,,,,
2.3038108348846436,25,77,,,,
,26,79,2.303720474243164,0.002592089120298624,2.301128387451172,27.810842514038086
2.3017070293426514,26,80,,,,
2.302412748336792,27,83,,,,
,28,84,2.2987892627716064,0.002509584417566657,2.2962799072265625,23.522249221801758
2.3032712936401367,28,86,,,,
,29,89,2.2970595359802246,0.0024573595728725195,2.294602155685425,20.857467651367188
2.300652027130127,29,89,,,,
2.300969362258911,30,92,,,,
,31,94,2.2966535091400146,0.0024098430294543505,2.294243812561035,19.068767547607422
2.300600290298462,31,95,,,,
2.301628828048706,32,98,,,,
,33,99,2.293022394180298,0.002360648475587368,2.2906618118286133,17.45856285095215
2.3016700744628906,33,101,,,,
,34,104,2.29280686378479,0.0022968901321291924,2.2905097007751465,15.129558563232422
2.3025801181793213,34,104,,,,
