validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
46.17076873779297,0,2,,,,
55.008522033691406,1,5,,,,
53.72525405883789,2,8,,,,
43.89628219604492,3,11,,,,
33.18021774291992,4,14,,,,
25.10592269897461,5,17,,,,
,6,19,23.195621490478516,0.557892382144928,22.637727737426758,241.9565887451172
20.522878646850586,6,20,,,,
18.233489990234375,7,23,,,,
17.29134750366211,8,26,,,,
16.897348403930664,9,29,,,,
16.730960845947266,10,32,,,,
16.644542694091797,11,35,,,,
16.60310935974121,12,38,,,,
,13,39,16.554019927978516,0.03942444920539856,16.51459503173828,21.573219299316406
16.58608055114746,13,41,,,,
16.57327651977539,14,44,,,,
16.568233489990234,15,47,,,,
16.560836791992188,16,50,,,,
16.560123443603516,17,53,,,,
16.56471824645996,18,56,,,,
,19,59,16.5136775970459,0.017463354393839836,16.4962158203125,0.6153486371040344
16.557870864868164,19,59,,,,
16.558441162109375,20,62,,,,
16.56039810180664,21,65,,,,
16.563867568969727,22,68,,,,
