validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
7.9104228019714355,0,2,,,,
,1,4,13.79975414276123,0.018394704908132553,13.78135871887207,14963.58203125
11.679548263549805,1,5,,,,
9.57911491394043,2,8,,,,
,3,9,9.708353996276855,0.01137597393244505,9.696979522705078,9472.1513671875
4.52649450302124,3,11,,,,
,4,14,3.2564897537231445,0.0013508867705240846,3.255139112472534,1973.5712890625
2.9279868602752686,4,14,,,,
2.579925298690796,5,17,,,,
,6,19,2.5223336219787598,0.0004180161049589515,2.5219154357910156,398.7055358886719
2.4426639080047607,6,20,,,,
2.390333890914917,7,23,,,,
,8,24,2.3735475540161133,0.00029477610951289535,2.3732528686523438,140.9501190185547
2.372387409210205,8,26,,,,
,9,29,2.3711659908294678,0.00029975955840200186,2.370866298675537,143.1120147705078
2.3630259037017822,9,29,,,,
2.3587567806243896,10,32,,,,
,11,34,2.3512113094329834,0.0002712006098590791,2.350940227508545,128.7134246826172
2.3516030311584473,11,35,,,,
2.3464953899383545,12,38,,,,
,13,39,2.3341450691223145,0.0002148141647921875,2.333930253982544,96.64427947998047
2.343536376953125,13,41,,,,
,14,44,2.3404903411865234,0.0001715535909170285,2.3403189182281494,66.2750244140625
2.3439435958862305,14,44,,,,
2.339840888977051,15,47,,,,
,16,49,2.3266704082489014,0.00015374121721833944,2.326516628265381,49.59812927246094
2.336470127105713,16,50,,,,
2.3364338874816895,17,53,,,,
,18,54,2.3419077396392822,0.0001481369836255908,2.34175968170166,41.02882385253906
2.336949586868286,18,56,,,,
,19,59,2.341395854949951,0.00013703154399991035,2.341259002685547,34.186790466308594
2.3335859775543213,19,59,,,,
2.3366518020629883,20,62,,,,
,21,64,2.335637331008911,0.0001301469892496243,2.335507392883301,29.228206634521484
2.3342883586883545,21,65,,,,
2.3333630561828613,22,68,,,,
,23,69,2.335418224334717,0.00012171766138635576,2.335296392440796,25.02055549621582
2.33569073677063,23,71,,,,
,24,74,2.3344643115997314,0.0001168591043096967,2.3343474864959717,22.38909912109375
2.3346610069274902,24,74,,,,
2.3340976238250732,25,77,,,,
