validation loss,epoch,step,training loss,L1 component,MSE component,L0 sparsity
2.450965404510498,0,2,,,,
,1,4,0.657444179058075,1.1314255061734002e-06,0.6574430465698242,664.8109741210938
0.6453254818916321,1,5,,,,
0.7405861020088196,2,8,,,,
,3,9,0.9249322414398193,6.236045919649769e-07,0.924931526184082,341.4334716796875
0.7401602864265442,3,11,,,,
,4,14,0.715619683265686,3.705458482272661e-07,0.7156192660331726,146.42417907714844
0.6225292086601257,4,14,,,,
0.47302183508872986,5,17,,,,
,6,19,0.4831853210926056,2.652692785432009e-07,0.4831850528717041,46.687232971191406
0.392810583114624,6,20,,,,
0.384357213973999,7,23,,,,
,8,24,0.3802112638950348,1.7592620338291454e-07,0.38021108508110046,23.921445846557617
0.33282485604286194,8,26,,,,
,9,29,0.29981476068496704,1.3127684894698177e-07,0.2998146414756775,17.45183563232422
0.3159103989601135,9,29,,,,
0.3069494664669037,10,32,,,,
,11,34,0.3021983504295349,1.1677538225285389e-07,0.30219823122024536,14.98818302154541
0.2986227869987488,11,35,,,,
0.29084500670433044,12,38,,,,
,13,39,0.2588889002799988,1.1024053492292296e-07,0.25888878107070923,13.212336540222168
0.285867303609848,13,41,,,,
,14,44,0.27436894178390503,1.1290588730616946e-07,0.2743688225746155,12.627887725830078
0.27982088923454285,14,44,,,,
0.27294474840164185,15,47,,,,
,16,49,0.27367469668388367,1.2383880232391675e-07,0.27367454767227173,11.898364067077637
0.26750510931015015,16,50,,,,
0.26508310437202454,17,53,,,,
,18,54,0.2586292028427124,1.2991324638278456e-07,0.25862908363342285,11.952896118164062
0.26334479451179504,18,56,,,,
,19,59,0.2550453245639801,1.2813377736620168e-07,0.25504520535469055,12.122220993041992
0.26298967003822327,19,59,,,,
0.26257607340812683,20,62,,,,
,21,64,0.2577774226665497,1.2696887097263243e-07,0.25777730345726013,11.414127349853516
0.26262837648391724,21,65,,,,
0.2621641457080841,22,68,,,,
,23,69,0.25788313150405884,1.253046235660804e-07,0.2578830122947693,11.358586311340332
0.26245903968811035,23,71,,,,
,24,74,0.26861655712127686,1.2432265350525995e-07,0.2686164379119873,11.528302192687988
0.2628927528858185,24,74,,,,
0.26382431387901306,25,77,,,,
